audio_id,audio_path,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,ambient_noise
audio_0376,audio_0376.wav,0,1,0,0,0,0,0,0,0,0,0
audio_0377,audio_0377.wav,1,0,0,0,0,0,0,0,0,0,0
audio_0378,audio_0378.wav,0,1,0,0,0,0,0,0,0,0,0
audio_0379,audio_0379.wav,0,1,0,0,0,0,0,0,0,0,0
audio_0380,audio_0380.wav,0,1,0,0,0,0,0,0,0,0,0
audio_0381,audio_0381.wav,0,0,0,0,0,0,0,0,0,0,1
audio_0382,audio_0382.wav,0,0,0,0,0,0,0,0,0,0,1
audio_0383,audio_0383.wav,0,1,0,0,0,0,0,0,0,0,0
audio_0384,audio_0384.wav,0,0,0,0,0,0,0,0,0,0,1
audio_0385,audio_0385.wav,0,0,0,0,0,0,0,0,0,0,1
audio_0386,audio_0386.wav,1,0,0,0,0,0,0,0,0,0,0
audio_0387,audio_0387.wav,0,1,0,0,0,0,0,0,0,0,0
audio_0388,audio_0388.wav,0,1,0,0,0,0,0,0,0,0,0
audio_0389,audio_0389.wav,0,0,0,0,0,0,0,0,0,0,1
audio_0390,audio_0390.wav,0,0,0,0,1,0,0,0,0,0,0
audio_0391,audio_0391.wav,0,1,0,0,0,0,0,0,0,0,0
audio_0392,audio_0392.wav,0,1,0,0,0,0,0,0,0,0,0
audio_0393,audio_0393.wav,0,1,0,0,0,0,0,0,0,0,0
audio_0394,audio_0394.wav,0,0,0,0,0,0,0,0,0,0,1
audio_0395,audio_0395.wav,0,0,0,0,0,0,0,0,0,0,1
audio_0396,audio_0396.wav,0,0,0,0,0,0,0,0,1,0,0
audio_0397,audio_0397.wav,0,1,0,0,0,0,0,0,0,0,0
audio_0398,audio_0398.wav,0,0,0,0,0,0,0,0,1,0,0
audio_0399,audio_0399.wav,0,0,0,0,0,1,0,0,0,0,0
audio_0400,audio_0400.wav,0,1,0,0,0,0,0,0,0,0,0
