unit_id,target_failure,rul_hours
UNIT_0016,0,110.0
UNIT_0010,0,194.0
UNIT_0040,0,112.0
UNIT_0025,0,213.0
UNIT_0024,0,97.0
UNIT_0007,0,66.0
UNIT_0010,0,178.0
UNIT_0047,0,93.0
UNIT_0050,0,163.0
UNIT_0038,0,177.0
UNIT_0041,0,92.0
UNIT_0015,0,78.0
UNIT_0034,0,60.0
UNIT_0003,0,144.0
UNIT_0020,0,233.0
UNIT_0015,0,70.0
UNIT_0006,0,104.0
UNIT_0025,0,81.0
UNIT_0050,0,124.0
UNIT_0005,0,194.0
UNIT_0023,0,83.0
UNIT_0027,0,132.0
UNIT_0005,0,39.0
UNIT_0034,0,38.0
UNIT_0048,0,85.0
UNIT_0008,0,41.0
UNIT_0002,1,4.0
UNIT_0047,0,78.0
UNIT_0046,0,211.0
UNIT_0029,0,34.0
UNIT_0032,0,114.0
UNIT_0012,0,67.0
UNIT_0028,0,136.0
UNIT_0019,1,19.0
UNIT_0011,0,237.0
UNIT_0027,1,10.0
UNIT_0027,0,85.0
UNIT_0046,0,65.0
UNIT_0020,0,144.0
UNIT_0017,0,95.0
UNIT_0012,0,90.0
UNIT_0012,0,81.0
UNIT_0045,0,98.0
UNIT_0007,0,193.0
UNIT_0034,0,118.0
UNIT_0038,0,53.0
UNIT_0051,0,147.0
UNIT_0009,1,12.0
UNIT_0024,1,8.0
UNIT_0023,1,22.0
UNIT_0041,0,155.0
UNIT_0009,0,120.0
UNIT_0014,1,14.0
UNIT_0031,1,3.0
UNIT_0026,0,95.0
UNIT_0011,0,130.0
UNIT_0009,0,172.0
UNIT_0005,0,95.0
UNIT_0004,0,141.0
UNIT_0021,0,68.0
UNIT_0028,0,53.0
UNIT_0037,0,149.0
UNIT_0042,0,60.0
UNIT_0005,0,207.0
UNIT_0026,0,115.0
UNIT_0015,1,18.0
UNIT_0048,0,129.0
UNIT_0003,0,63.0
UNIT_0026,1,4.0
UNIT_0002,0,38.0
UNIT_0039,0,31.0
UNIT_0020,0,75.0
UNIT_0031,0,86.0
UNIT_0001,0,181.0
UNIT_0019,0,157.0
UNIT_0046,0,51.0
UNIT_0018,0,67.0
UNIT_0019,0,153.0
UNIT_0001,0,98.0
UNIT_0047,1,25.0
UNIT_0020,0,218.0
UNIT_0029,1,7.0
UNIT_0024,1,9.0
UNIT_0024,0,77.0
UNIT_0024,1,12.0
UNIT_0002,0,186.0
UNIT_0041,0,153.0
UNIT_0038,0,104.0
UNIT_0028,0,34.0
UNIT_0014,1,2.0
UNIT_0033,0,157.0
UNIT_0012,1,3.0
UNIT_0009,0,148.0
UNIT_0034,1,6.0
UNIT_0009,0,36.0
UNIT_0010,0,154.0
UNIT_0050,0,179.0
UNIT_0049,0,102.0
UNIT_0013,1,23.0
UNIT_0046,0,120.0
UNIT_0017,0,122.0
UNIT_0022,1,23.0
UNIT_0011,0,197.0
UNIT_0022,0,114.0
UNIT_0019,0,74.0
UNIT_0039,1,14.0
UNIT_0040,0,171.0
UNIT_0022,0,45.0
UNIT_0012,1,28.0
UNIT_0024,0,43.0
UNIT_0014,1,3.0
UNIT_0037,0,34.0
UNIT_0032,0,156.0
UNIT_0022,1,25.0
UNIT_0029,0,153.0
UNIT_0048,0,36.0
UNIT_0017,0,99.0
UNIT_0006,1,26.0
UNIT_0016,0,158.0
UNIT_0043,0,182.0
UNIT_0016,0,99.0
UNIT_0050,1,16.0
UNIT_0014,0,146.0
UNIT_0031,0,144.0
UNIT_0020,0,120.0
UNIT_0029,0,61.0
UNIT_0015,0,150.0
UNIT_0029,1,2.0
UNIT_0034,1,12.0
UNIT_0033,0,68.0
UNIT_0004,0,146.0
UNIT_0017,1,6.0
UNIT_0040,0,126.0
UNIT_0012,1,30.0
UNIT_0015,0,95.0
UNIT_0030,0,166.0
UNIT_0044,0,55.0
UNIT_0018,0,91.0
UNIT_0015,0,100.0
UNIT_0021,0,110.0
UNIT_0017,0,169.0
UNIT_0041,0,79.0
UNIT_0032,0,102.0
UNIT_0044,1,25.0
UNIT_0025,0,97.0
UNIT_0040,0,75.0
UNIT_0030,1,7.0
UNIT_0020,0,119.0
UNIT_0025,0,210.0
UNIT_0007,0,244.0
UNIT_0050,0,136.0
UNIT_0047,0,127.0
UNIT_0036,1,3.0
UNIT_0009,1,16.0
UNIT_0038,0,44.0
UNIT_0003,0,54.0
UNIT_0014,0,42.0
UNIT_0042,1,30.0
UNIT_0002,0,85.0
UNIT_0022,0,128.0
UNIT_0048,0,48.0
UNIT_0037,0,81.0
UNIT_0027,0,66.0
UNIT_0001,0,96.0
UNIT_0008,0,50.0
UNIT_0046,0,80.0
UNIT_0026,0,178.0
UNIT_0007,0,74.0
UNIT_0043,0,128.0
UNIT_0013,1,1.0
UNIT_0008,0,117.0
UNIT_0048,0,218.0
UNIT_0012,0,168.0
UNIT_0026,0,168.0
UNIT_0031,0,73.0
UNIT_0043,0,203.0
UNIT_0020,0,219.0
UNIT_0019,1,0.0
UNIT_0024,0,82.0
UNIT_0022,0,192.0
UNIT_0050,0,46.0
UNIT_0043,0,202.0
UNIT_0017,0,132.0
UNIT_0015,0,152.0
UNIT_0012,0,80.0
UNIT_0044,0,54.0
UNIT_0028,0,123.0
UNIT_0013,1,10.0
UNIT_0012,0,98.0
UNIT_0001,0,172.0
UNIT_0014,0,140.0
UNIT_0027,0,65.0
UNIT_0042,0,159.0
UNIT_0035,0,116.0
UNIT_0023,1,24.0
UNIT_0048,1,19.0
UNIT_0004,0,37.0
UNIT_0038,0,32.0
UNIT_0011,0,102.0
UNIT_0010,0,212.0
UNIT_0007,0,92.0
UNIT_0041,0,107.0
UNIT_0038,0,102.0
UNIT_0012,0,139.0
UNIT_0006,0,161.0
UNIT_0009,0,166.0
UNIT_0029,0,83.0
UNIT_0025,0,134.0
UNIT_0037,1,15.0
UNIT_0042,0,89.0
UNIT_0014,0,55.0
UNIT_0016,0,173.0
UNIT_0007,0,252.0
UNIT_0045,0,144.0
UNIT_0034,0,32.0
UNIT_0034,0,50.0
UNIT_0003,0,37.0
UNIT_0013,1,7.0
UNIT_0011,0,176.0
UNIT_0031,1,24.0
UNIT_0046,0,226.0
UNIT_0005,0,69.0
UNIT_0029,1,24.0
UNIT_0051,0,174.0
UNIT_0046,0,31.0
UNIT_0004,0,103.0
UNIT_0002,0,256.0
UNIT_0016,0,155.0
UNIT_0003,0,32.0
UNIT_0048,0,161.0
UNIT_0039,0,71.0
UNIT_0023,0,150.0
UNIT_0029,0,81.0
UNIT_0016,1,20.0
UNIT_0039,0,52.0
UNIT_0049,0,64.0
UNIT_0007,0,32.0
UNIT_0049,1,25.0
UNIT_0002,0,125.0
UNIT_0012,0,71.0
UNIT_0041,1,28.0
UNIT_0033,0,136.0
UNIT_0033,0,162.0
UNIT_0002,0,239.0
UNIT_0013,0,83.0
UNIT_0050,0,122.0
UNIT_0037,0,117.0
UNIT_0040,0,133.0
UNIT_0015,0,98.0
UNIT_0033,0,171.0
UNIT_0022,1,2.0
UNIT_0044,1,22.0
UNIT_0007,0,83.0
UNIT_0005,0,97.0
UNIT_0015,1,1.0
UNIT_0031,0,38.0
UNIT_0025,0,149.0
UNIT_0044,0,144.0
UNIT_0005,1,12.0
UNIT_0031,0,139.0
UNIT_0049,0,185.0
UNIT_0026,0,118.0
UNIT_0021,0,181.0
UNIT_0022,0,97.0
UNIT_0008,0,86.0
UNIT_0034,0,89.0
UNIT_0019,0,135.0
UNIT_0015,0,42.0
UNIT_0014,1,21.0
UNIT_0007,0,130.0
UNIT_0041,0,58.0
UNIT_0048,0,149.0
UNIT_0048,0,76.0
UNIT_0020,0,91.0
UNIT_0002,0,261.0
UNIT_0017,1,25.0
UNIT_0041,0,105.0
UNIT_0043,1,23.0
UNIT_0005,0,81.0
UNIT_0018,1,2.0
UNIT_0020,0,35.0
UNIT_0011,0,40.0
UNIT_0033,0,119.0
UNIT_0007,0,80.0
UNIT_0005,0,209.0
UNIT_0031,0,132.0
UNIT_0033,0,145.0
UNIT_0029,0,116.0
UNIT_0014,0,118.0
UNIT_0009,0,108.0
UNIT_0038,0,135.0
UNIT_0010,1,21.0
UNIT_0022,1,30.0
UNIT_0012,1,14.0
UNIT_0044,0,111.0
UNIT_0017,0,110.0
UNIT_0007,0,160.0
UNIT_0005,0,263.0
UNIT_0015,1,13.0
UNIT_0041,1,17.0
UNIT_0039,0,72.0
UNIT_0028,0,100.0
UNIT_0041,0,187.0
UNIT_0025,0,177.0
UNIT_0026,0,149.0
UNIT_0050,0,193.0
UNIT_0019,0,87.0
UNIT_0033,0,128.0
UNIT_0004,0,99.0
UNIT_0015,0,61.0
UNIT_0002,0,131.0
UNIT_0017,0,229.0
UNIT_0014,1,24.0
UNIT_0011,0,208.0
UNIT_0035,0,33.0
UNIT_0031,1,11.0
UNIT_0014,0,111.0
UNIT_0007,0,121.0
UNIT_0029,0,135.0
UNIT_0049,0,53.0
UNIT_0015,0,68.0
UNIT_0031,0,103.0
UNIT_0012,0,62.0
UNIT_0014,1,6.0
UNIT_0028,0,68.0
UNIT_0004,0,83.0
UNIT_0033,0,130.0
UNIT_0008,0,96.0
UNIT_0006,0,81.0
UNIT_0045,0,130.0
UNIT_0032,0,190.0
UNIT_0008,0,136.0
UNIT_0048,0,104.0
UNIT_0032,0,61.0
UNIT_0019,0,151.0
UNIT_0022,0,190.0
UNIT_0004,0,138.0
UNIT_0003,0,148.0
UNIT_0015,0,141.0
UNIT_0039,0,100.0
UNIT_0032,0,73.0
UNIT_0046,0,128.0
UNIT_0036,0,82.0
UNIT_0037,0,153.0
UNIT_0038,0,138.0
UNIT_0035,0,159.0
UNIT_0018,0,160.0
UNIT_0023,0,76.0
UNIT_0035,1,12.0
UNIT_0021,1,12.0
UNIT_0004,0,135.0
UNIT_0033,0,133.0
UNIT_0047,0,135.0
UNIT_0042,0,33.0
UNIT_0047,0,61.0
UNIT_0004,0,134.0
UNIT_0047,0,152.0
UNIT_0006,0,58.0
UNIT_0050,0,123.0
UNIT_0035,0,139.0
UNIT_0026,0,175.0
UNIT_0004,0,131.0
UNIT_0017,0,117.0
UNIT_0022,0,170.0
UNIT_0023,0,164.0
UNIT_0046,0,247.0
UNIT_0044,0,147.0
UNIT_0040,0,124.0
UNIT_0002,0,266.0
UNIT_0050,0,141.0
UNIT_0035,0,149.0
UNIT_0005,0,105.0
UNIT_0002,0,155.0
UNIT_0027,0,68.0
UNIT_0031,0,230.0
UNIT_0016,0,132.0
UNIT_0002,0,144.0
UNIT_0043,0,139.0
UNIT_0011,0,165.0
UNIT_0021,0,91.0
UNIT_0034,0,66.0
UNIT_0002,0,245.0
UNIT_0030,0,36.0
UNIT_0029,0,55.0
UNIT_0041,0,120.0
UNIT_0011,1,27.0
UNIT_0010,0,99.0
UNIT_0038,1,25.0
UNIT_0031,0,214.0
UNIT_0022,1,11.0
UNIT_0042,0,165.0
UNIT_0007,0,104.0
UNIT_0016,1,16.0
UNIT_0015,0,31.0
UNIT_0048,0,59.0
UNIT_0004,0,72.0
UNIT_0035,0,155.0
UNIT_0005,0,244.0
UNIT_0045,0,45.0
UNIT_0006,0,40.0
UNIT_0024,0,46.0
UNIT_0019,0,39.0
UNIT_0032,0,88.0
UNIT_0047,0,52.0
UNIT_0036,0,126.0
UNIT_0006,0,83.0
UNIT_0007,0,116.0
UNIT_0016,0,120.0
UNIT_0002,0,70.0
UNIT_0021,1,18.0
UNIT_0015,0,74.0
UNIT_0011,0,72.0
UNIT_0032,0,140.0
UNIT_0043,0,164.0
UNIT_0034,0,165.0
UNIT_0035,0,32.0
UNIT_0010,1,26.0
UNIT_0027,0,113.0
UNIT_0049,1,27.0
UNIT_0043,0,101.0
UNIT_0022,1,15.0
UNIT_0009,0,33.0
UNIT_0030,0,41.0
UNIT_0009,0,176.0
UNIT_0040,0,32.0
UNIT_0026,0,96.0
UNIT_0016,0,96.0
UNIT_0036,0,63.0
UNIT_0010,0,80.0
UNIT_0008,1,24.0
UNIT_0024,0,100.0
UNIT_0038,0,34.0
UNIT_0041,0,165.0
UNIT_0034,0,57.0
UNIT_0044,0,81.0
UNIT_0042,0,115.0
UNIT_0036,0,155.0
UNIT_0043,0,178.0
UNIT_0044,0,97.0
UNIT_0017,0,188.0
UNIT_0032,0,86.0
UNIT_0017,0,52.0
UNIT_0023,0,128.0
UNIT_0036,0,122.0
UNIT_0032,0,90.0
UNIT_0004,0,101.0
UNIT_0004,0,136.0
UNIT_0002,0,99.0
UNIT_0045,1,12.0
UNIT_0015,0,84.0
UNIT_0046,0,192.0
UNIT_0037,0,163.0
UNIT_0044,0,70.0
UNIT_0017,0,83.0
UNIT_0019,0,44.0
UNIT_0022,0,80.0
UNIT_0020,0,156.0
UNIT_0013,0,89.0
UNIT_0034,0,136.0
UNIT_0033,0,99.0
UNIT_0017,0,113.0
UNIT_0007,0,249.0
UNIT_0044,0,31.0
UNIT_0010,0,66.0
UNIT_0015,0,113.0
UNIT_0030,0,72.0
UNIT_0047,0,94.0
UNIT_0006,1,18.0
UNIT_0046,0,60.0
UNIT_0043,1,15.0
UNIT_0007,0,213.0
UNIT_0013,0,97.0
UNIT_0048,1,1.0
UNIT_0018,0,107.0
UNIT_0011,0,154.0
UNIT_0002,0,51.0
UNIT_0003,1,4.0
UNIT_0051,0,208.0
UNIT_0017,0,45.0
UNIT_0040,0,89.0
UNIT_0016,0,59.0
UNIT_0024,0,139.0
UNIT_0047,0,196.0
UNIT_0020,0,68.0
UNIT_0020,0,67.0
UNIT_0035,1,28.0
UNIT_0003,0,46.0
UNIT_0021,0,74.0
UNIT_0044,0,66.0
UNIT_0050,0,196.0
UNIT_0007,1,19.0
UNIT_0049,0,175.0
UNIT_0019,0,80.0
UNIT_0003,0,103.0
UNIT_0032,0,46.0
UNIT_0003,0,146.0
UNIT_0016,0,98.0
UNIT_0042,0,153.0
UNIT_0005,0,148.0
UNIT_0031,0,177.0
UNIT_0035,0,108.0
UNIT_0034,0,31.0
UNIT_0016,1,9.0
UNIT_0045,0,93.0
UNIT_0017,0,151.0
UNIT_0046,0,180.0
UNIT_0035,1,25.0
UNIT_0010,0,47.0
UNIT_0044,0,137.0
UNIT_0031,0,58.0
UNIT_0016,0,94.0
UNIT_0047,0,64.0
UNIT_0033,1,6.0
UNIT_0005,1,6.0
UNIT_0029,0,64.0
UNIT_0041,0,212.0
UNIT_0005,0,77.0
UNIT_0006,0,109.0
UNIT_0022,0,90.0
UNIT_0050,0,34.0
UNIT_0010,1,13.0
UNIT_0025,0,127.0
UNIT_0046,0,77.0
UNIT_0029,0,92.0
UNIT_0005,0,181.0
UNIT_0031,0,119.0
UNIT_0023,0,43.0
UNIT_0002,0,84.0
UNIT_0023,0,47.0
UNIT_0045,1,18.0
UNIT_0047,0,99.0
UNIT_0030,1,6.0
UNIT_0051,0,179.0
UNIT_0011,0,184.0
UNIT_0006,1,6.0
UNIT_0025,0,65.0
UNIT_0006,0,141.0
UNIT_0021,0,108.0
UNIT_0032,0,39.0
UNIT_0007,0,35.0
UNIT_0021,1,20.0
UNIT_0010,0,105.0
UNIT_0015,0,35.0
UNIT_0001,0,133.0
UNIT_0012,0,140.0
UNIT_0025,0,103.0
UNIT_0031,0,63.0
UNIT_0038,0,134.0
UNIT_0022,0,58.0
UNIT_0026,0,94.0
UNIT_0031,0,191.0
UNIT_0009,0,133.0
UNIT_0027,1,17.0
UNIT_0023,0,126.0
UNIT_0035,0,73.0
UNIT_0004,0,170.0
UNIT_0018,0,193.0
UNIT_0018,0,122.0
UNIT_0041,0,121.0
UNIT_0049,0,211.0
UNIT_0014,0,156.0
UNIT_0024,0,92.0
UNIT_0014,0,134.0
UNIT_0011,0,38.0
UNIT_0018,0,132.0
UNIT_0040,0,88.0
UNIT_0028,0,113.0
UNIT_0026,0,62.0
UNIT_0005,0,249.0
UNIT_0022,0,117.0
UNIT_0025,0,38.0
UNIT_0025,0,228.0
UNIT_0049,0,200.0
UNIT_0015,0,93.0
UNIT_0011,0,150.0
UNIT_0047,0,208.0
UNIT_0024,0,53.0
UNIT_0039,1,16.0
UNIT_0049,1,21.0
UNIT_0028,0,129.0
UNIT_0049,1,10.0
UNIT_0044,0,158.0
UNIT_0028,0,127.0
UNIT_0006,0,93.0
UNIT_0047,0,181.0
UNIT_0011,0,87.0
UNIT_0011,0,192.0
UNIT_0014,1,26.0
UNIT_0035,0,126.0
UNIT_0011,1,13.0
UNIT_0044,0,173.0
UNIT_0032,0,79.0
UNIT_0020,0,103.0
UNIT_0049,0,164.0
UNIT_0003,0,40.0
UNIT_0016,1,23.0
UNIT_0026,0,82.0
UNIT_0017,0,183.0
UNIT_0015,1,30.0
UNIT_0004,0,80.0
UNIT_0036,0,67.0
UNIT_0026,1,29.0
UNIT_0020,1,18.0
UNIT_0006,0,159.0
UNIT_0021,0,114.0
UNIT_0020,0,57.0
UNIT_0002,1,16.0
UNIT_0015,0,163.0
UNIT_0023,0,109.0
UNIT_0019,0,120.0
UNIT_0032,0,103.0
UNIT_0021,1,21.0
UNIT_0026,1,8.0
UNIT_0034,1,2.0
UNIT_0016,1,22.0
UNIT_0013,0,134.0
UNIT_0041,0,80.0
UNIT_0041,0,162.0
UNIT_0004,1,18.0
UNIT_0033,0,125.0
UNIT_0039,0,38.0
UNIT_0012,1,5.0
UNIT_0029,0,46.0
UNIT_0044,0,110.0
UNIT_0049,0,144.0
UNIT_0018,0,33.0
UNIT_0038,1,11.0
UNIT_0017,0,56.0
UNIT_0001,0,171.0
UNIT_0010,0,220.0
UNIT_0033,0,40.0
UNIT_0046,0,32.0
UNIT_0010,0,123.0
UNIT_0027,0,59.0
UNIT_0006,1,8.0
UNIT_0018,1,30.0
UNIT_0003,0,66.0
UNIT_0007,0,156.0
UNIT_0002,0,257.0
UNIT_0028,1,12.0
UNIT_0032,0,163.0
UNIT_0022,0,146.0
UNIT_0005,0,257.0
UNIT_0009,0,130.0
UNIT_0037,0,56.0
UNIT_0035,0,131.0
UNIT_0010,0,181.0
UNIT_0009,0,167.0
UNIT_0016,0,172.0
UNIT_0041,1,5.0
UNIT_0046,0,200.0
UNIT_0005,0,121.0
UNIT_0031,0,112.0
UNIT_0004,0,116.0
UNIT_0035,1,13.0
UNIT_0032,0,138.0
UNIT_0034,0,55.0
UNIT_0017,0,71.0
UNIT_0017,0,47.0
UNIT_0012,0,32.0
UNIT_0027,1,28.0
UNIT_0018,0,150.0
UNIT_0002,1,13.0
UNIT_0034,0,51.0
UNIT_0034,0,47.0
UNIT_0041,0,50.0
UNIT_0001,0,34.0
UNIT_0020,0,207.0
UNIT_0046,0,218.0
UNIT_0028,0,159.0
UNIT_0001,1,6.0
UNIT_0005,0,113.0
UNIT_0049,0,202.0
UNIT_0028,1,6.0
UNIT_0002,0,78.0
UNIT_0032,0,171.0
UNIT_0046,0,110.0
UNIT_0051,0,189.0
UNIT_0038,0,167.0
UNIT_0050,0,76.0
UNIT_0044,0,170.0
UNIT_0045,0,38.0
UNIT_0041,0,83.0
UNIT_0006,0,53.0
UNIT_0016,0,161.0
UNIT_0038,0,79.0
UNIT_0001,0,132.0
UNIT_0041,0,186.0
UNIT_0005,1,2.0
UNIT_0015,0,38.0
UNIT_0049,0,141.0
UNIT_0007,0,234.0
UNIT_0025,0,114.0
UNIT_0034,0,124.0
UNIT_0010,0,63.0
UNIT_0024,0,86.0
UNIT_0035,0,158.0
UNIT_0049,0,81.0
UNIT_0042,1,19.0
UNIT_0039,0,70.0
UNIT_0030,0,64.0
UNIT_0007,1,12.0
UNIT_0005,0,106.0
UNIT_0018,1,20.0
UNIT_0045,0,113.0
UNIT_0048,0,153.0
UNIT_0041,0,32.0
UNIT_0019,0,73.0
UNIT_0016,0,156.0
UNIT_0012,1,26.0
UNIT_0016,0,177.0
UNIT_0047,0,180.0
UNIT_0027,0,148.0
UNIT_0006,0,108.0
UNIT_0046,1,0.0
UNIT_0005,0,236.0
UNIT_0036,0,156.0
UNIT_0012,0,58.0
UNIT_0014,0,48.0
UNIT_0021,0,33.0
UNIT_0015,0,165.0
UNIT_0033,0,187.0
UNIT_0012,0,60.0
UNIT_0029,0,45.0
UNIT_0005,0,232.0
UNIT_0025,0,195.0
UNIT_0031,1,10.0
UNIT_0049,0,132.0
UNIT_0002,0,267.0
UNIT_0011,0,100.0
UNIT_0011,0,47.0
UNIT_0025,0,159.0
UNIT_0017,0,261.0
UNIT_0050,0,74.0
UNIT_0023,0,125.0
UNIT_0007,0,124.0
UNIT_0002,1,11.0
UNIT_0028,0,163.0
UNIT_0017,0,251.0
UNIT_0030,0,158.0
UNIT_0044,1,29.0
UNIT_0004,0,150.0
UNIT_0037,0,48.0
UNIT_0047,0,120.0
UNIT_0042,0,57.0
UNIT_0051,0,183.0
UNIT_0007,0,248.0
UNIT_0011,0,74.0
UNIT_0010,0,96.0
UNIT_0036,0,37.0
UNIT_0018,0,109.0
UNIT_0005,0,201.0
UNIT_0001,0,179.0
UNIT_0044,0,53.0
UNIT_0033,0,184.0
UNIT_0007,1,26.0
UNIT_0004,0,110.0
UNIT_0042,0,36.0
UNIT_0045,0,142.0
UNIT_0002,1,25.0
UNIT_0021,1,17.0
UNIT_0005,0,188.0
UNIT_0032,0,120.0
UNIT_0043,0,163.0
UNIT_0045,0,72.0
UNIT_0033,0,138.0
UNIT_0001,0,154.0
UNIT_0029,1,22.0
UNIT_0013,0,154.0
UNIT_0039,1,5.0
UNIT_0051,0,123.0
UNIT_0034,0,186.0
UNIT_0005,0,175.0
UNIT_0038,0,111.0
UNIT_0031,0,92.0
UNIT_0050,0,79.0
UNIT_0013,1,28.0
UNIT_0021,1,8.0
UNIT_0015,0,37.0
UNIT_0041,0,161.0
UNIT_0004,0,108.0
UNIT_0003,0,119.0
UNIT_0017,0,255.0
UNIT_0021,0,123.0
UNIT_0007,0,162.0
UNIT_0020,0,121.0
UNIT_0026,0,171.0
UNIT_0021,0,133.0
UNIT_0021,0,171.0
UNIT_0047,0,122.0
UNIT_0028,0,91.0
UNIT_0013,1,16.0
UNIT_0027,0,124.0
UNIT_0051,0,204.0
UNIT_0040,0,155.0
UNIT_0047,0,91.0
UNIT_0009,0,106.0
UNIT_0026,0,197.0
UNIT_0020,0,178.0
UNIT_0017,0,125.0
UNIT_0015,0,188.0
UNIT_0034,0,155.0
UNIT_0043,0,157.0
UNIT_0032,0,167.0
UNIT_0013,1,11.0
UNIT_0020,0,151.0
UNIT_0021,1,23.0
UNIT_0023,0,87.0
UNIT_0040,0,86.0
UNIT_0036,0,54.0
UNIT_0023,0,40.0
UNIT_0009,0,174.0
UNIT_0027,0,58.0
UNIT_0023,0,144.0
UNIT_0016,0,179.0
UNIT_0011,0,218.0
UNIT_0027,0,131.0
UNIT_0044,1,0.0
UNIT_0009,0,88.0
UNIT_0021,0,132.0
UNIT_0017,0,93.0
UNIT_0047,0,211.0
UNIT_0050,0,140.0
UNIT_0018,0,128.0
UNIT_0030,0,84.0
UNIT_0032,1,26.0
UNIT_0029,0,154.0
UNIT_0033,0,188.0
UNIT_0041,0,215.0
UNIT_0040,0,82.0
UNIT_0015,0,83.0
UNIT_0040,0,154.0
UNIT_0049,0,162.0
UNIT_0051,0,144.0
UNIT_0015,1,15.0
UNIT_0017,0,60.0
UNIT_0025,0,131.0
UNIT_0039,1,18.0
UNIT_0021,1,15.0
UNIT_0043,1,4.0
UNIT_0007,0,216.0
UNIT_0036,0,58.0
UNIT_0046,0,103.0
UNIT_0029,0,141.0
UNIT_0042,0,156.0
UNIT_0009,0,122.0
UNIT_0038,0,81.0
UNIT_0049,0,131.0
UNIT_0051,0,162.0
UNIT_0011,0,105.0
UNIT_0050,0,142.0
UNIT_0015,0,140.0
UNIT_0017,0,137.0
UNIT_0040,0,90.0
UNIT_0004,1,13.0
UNIT_0033,0,113.0
UNIT_0015,0,104.0
UNIT_0040,0,33.0
UNIT_0011,0,225.0
UNIT_0020,0,145.0
UNIT_0039,1,23.0
UNIT_0031,0,97.0
UNIT_0017,0,242.0
UNIT_0021,1,19.0
UNIT_0022,0,101.0
UNIT_0011,1,0.0
UNIT_0046,1,7.0
UNIT_0028,0,59.0
UNIT_0044,0,38.0
UNIT_0044,0,133.0
UNIT_0046,0,171.0
UNIT_0009,1,27.0
UNIT_0006,0,106.0
UNIT_0033,0,185.0
UNIT_0046,0,140.0
UNIT_0015,0,160.0
UNIT_0032,0,70.0
UNIT_0007,0,133.0
UNIT_0032,0,105.0
UNIT_0018,0,126.0
UNIT_0010,0,198.0
UNIT_0026,0,137.0
UNIT_0040,0,62.0
UNIT_0032,1,19.0
UNIT_0006,0,150.0
UNIT_0032,0,162.0
UNIT_0036,0,109.0
UNIT_0021,0,134.0
UNIT_0025,0,135.0
UNIT_0032,1,11.0
UNIT_0018,0,136.0
UNIT_0020,0,196.0
UNIT_0049,0,117.0
UNIT_0017,0,205.0
UNIT_0012,0,59.0
UNIT_0035,0,34.0
UNIT_0003,0,52.0
UNIT_0038,0,66.0
UNIT_0030,0,59.0
UNIT_0012,0,92.0
UNIT_0018,0,167.0
UNIT_0007,0,79.0
UNIT_0022,0,46.0
UNIT_0015,0,58.0
UNIT_0048,0,144.0
UNIT_0040,0,134.0
UNIT_0020,0,52.0
UNIT_0007,0,136.0
UNIT_0003,0,161.0
UNIT_0017,0,228.0
UNIT_0045,1,1.0
UNIT_0004,0,88.0
UNIT_0004,1,9.0
UNIT_0021,0,36.0
UNIT_0010,1,8.0
UNIT_0005,0,93.0
UNIT_0045,0,33.0
UNIT_0028,1,16.0
UNIT_0028,0,49.0
UNIT_0005,0,58.0
UNIT_0049,0,169.0
UNIT_0035,0,132.0
UNIT_0038,0,161.0
UNIT_0046,1,6.0
UNIT_0010,1,7.0
UNIT_0014,0,122.0
UNIT_0010,1,27.0
UNIT_0018,0,159.0
UNIT_0007,1,18.0
UNIT_0035,0,74.0
UNIT_0009,0,195.0
UNIT_0038,0,75.0
UNIT_0038,0,145.0
UNIT_0032,0,177.0
UNIT_0004,0,122.0
UNIT_0034,0,134.0
UNIT_0041,1,13.0
UNIT_0028,0,138.0
UNIT_0006,0,176.0
UNIT_0015,0,139.0
UNIT_0026,0,153.0
UNIT_0024,0,63.0
UNIT_0031,1,19.0
UNIT_0032,0,188.0
UNIT_0045,0,109.0
UNIT_0036,0,32.0
UNIT_0026,0,34.0
UNIT_0044,0,101.0
UNIT_0015,0,52.0
UNIT_0035,0,76.0
UNIT_0001,0,42.0
UNIT_0039,0,64.0
UNIT_0021,0,157.0
UNIT_0028,0,137.0
UNIT_0013,1,19.0
UNIT_0021,0,142.0
UNIT_0047,0,163.0
UNIT_0004,1,5.0
UNIT_0042,0,101.0
UNIT_0033,0,174.0
UNIT_0049,1,11.0
UNIT_0031,1,21.0
UNIT_0014,0,94.0
UNIT_0039,1,12.0
UNIT_0044,0,162.0
UNIT_0041,0,152.0
UNIT_0033,1,4.0
UNIT_0047,0,70.0
UNIT_0043,0,197.0
UNIT_0007,0,170.0
UNIT_0010,0,214.0
UNIT_0036,0,127.0
UNIT_0018,0,154.0
UNIT_0024,0,31.0
UNIT_0011,0,84.0
UNIT_0010,1,2.0
UNIT_0003,0,107.0
UNIT_0009,0,173.0
UNIT_0026,1,19.0
UNIT_0009,0,96.0
UNIT_0023,0,34.0
UNIT_0026,0,127.0
UNIT_0015,0,77.0
UNIT_0001,0,174.0
UNIT_0009,0,143.0
UNIT_0009,1,25.0
UNIT_0011,0,223.0
UNIT_0008,0,70.0
UNIT_0041,0,195.0
UNIT_0021,0,169.0
UNIT_0048,0,63.0
UNIT_0046,0,152.0
UNIT_0003,0,124.0
UNIT_0001,0,59.0
UNIT_0040,0,103.0
UNIT_0044,0,178.0
UNIT_0005,0,151.0
UNIT_0045,0,75.0
